"customer_id","date","number_of_items","revenue"
7145,19970530,1,14.37
7145,19970609,1,17.3
7145,19970609,1,10.77
7145,19970611,1,18.36
7145,19970616,4,81.05
7145,19970617,1,14.37
7145,19970619,1,12.77
7145,19970620,2,24.74
7145,19970620,1,11.77
7145,19970623,1,13.97
7145,19970623,2,29.58
7145,19970627,1,14.37
7145,19970630,1,11.77
7145,19970630,1,12.77
7145,19970630,1,21.77
7145,19970701,1,14.37
7145,19970702,1,14.3
7145,19970702,2,23.54
7145,19970707,1,11.77
7145,19970709,2,25.94
7145,19970711,1,NA
7145,19970711,1,12.97
7145,19970717,1,11.77
7145,19970721,2,29.54
7145,19970805,1,15.96
7145,19970819,1,20.97
7145,19970819,1,23.3
7145,19970820,3,40.93
7145,19970826,1,11.77
7145,19970827,2,19.04
7145,19970901,1,14.96
7145,19970903,1,16.9
7145,19970917,1,11.49
7145,19970926,2,29.48
7145,19970930,1,46.99
7145,19971006,1,12.99
7145,19971008,2,27.48
7145,19971008,2,12.98
7145,19971008,1,10.49
7145,19971014,2,25.48
7145,19971014,1,NA
7145,19971014,1,15.49
7145,19971016,1,12.99
7145,19971016,1,13.99
7145,19971103,2,23.48
7145,19971103,1,13.99
7145,19971107,3,26.47
7145,19971107,2,27.98
7145,19971110,1,11.49
7145,19971113,2,24.48
7145,19971117,3,35.97
7145,19971119,1,17.99
7145,19971126,1,NA
7145,19971128,1,12.99
7145,19971201,2,21.98
7145,19971201,1,36.49
7145,19971201,1,19.99
7145,19971210,1,12.49
7145,19971210,1,13.99
7145,19971210,1,11.49
7145,19971211,1,11.49
7145,19971217,1,13.99
7145,19980119,1,14.49
7145,19980119,1,10.49
7145,19980122,1,14.99
7145,19980126,2,29.98
7145,19980130,2,22.98
7145,19980130,1,15.49
7145,19980209,1,14.49
7145,19980217,1,NA
7146,19970128,3,40.7
7147,19970128,6,NA
7147,19970719,5,73.22
7148,19970128,3,45.89
7148,19970207,3,96.93
7148,19970620,2,21.74
7148,19970724,2,37.73
7148,19970724,4,54.96
7148,19971110,2,34.48
7148,19971209,7,NA
7149,19970128,1,11.77
7150,19970128,1,17.76
7151,19970128,2,39.98
7151,19970507,2,21.54
7151,19971030,2,23.48
7151,19980225,2,25.98
7152,19970128,5,69.47
7152,19970215,6,87.27
7152,19970312,3,39.9
7152,19970408,1,14.96
7152,19970505,8,NA
7152,19970611,5,86.43
7152,19970708,NA,NA
7153,19970128,1,62.9
7154,19970128,2,54.98
7154,19970201,1,41.37
7154,19970927,1,29.99
7155,19970128,3,34.5
7155,19970722,3,42.49
7156,19970128,2,34.75
7157,19970128,4,51.88
7157,19970602,2,30.32
7158,19970128,3,58.31
7159,19970128,2,26.14
7160,19970128,1,11.77
7161,19970128,1,18.99
7162,19970128,1,NA
7162,19970620,1,14.96
7163,19970128,NA,NA
7164,19970128,3,26.18
7164,19970916,1,11.49
7165,19970128,1,14.96
7165,19970218,1,14.96
7166,19970128,5,67.82
7166,19970831,2,30.73
7167,19970128,2,30.32
7168,19970215,1,14.96
7168,19970515,4,59.84
7169,19970128,1,14.96
7170,19970128,4,56.86
7170,19970924,1,12.99
7171,19970128,4,46.48
7172,19970128,2,30.92
7172,19970130,1,14.79
7173,19970129,4,57.85
7173,19970308,3,42.31
7173,19970321,3,53.31
7173,19970411,4,51.3
7173,19970727,1,15.7
7173,19971123,2,30.48
7174,19970128,1,NA
7174,19970225,1,18.99
7175,19970128,1,14.37
7176,19970128,2,28.13
7176,19970203,2,32.95
7176,19970314,2,19.75
7176,19970510,2,29.93
7176,19971120,3,25.47
7176,19971215,2,22.98
7176,19980104,1,12.99
7176,19980216,2,31.48
7177,19970128,3,42.09
7177,19970310,1,15.36
7177,19970514,1,11.77
7177,19970519,1,14.99
7177,19970529,2,21.54
7177,19970902,2,29.92
7177,19971025,1,NA
7177,19971124,3,43.47
7177,19971202,2,30.48
7177,19980115,2,27.98
7177,19980119,2,23.76
7178,19970128,1,11.77
7179,19970128,1,NA
7179,19970208,1,15.96
7179,19970302,1,23.97
7180,19970128,1,NA
7181,19970128,1,16.36
7182,19970128,2,23.54
7182,19970220,2,28.93
7182,19970414,4,54.47
7182,19970418,2,23.54
7182,19980101,2,28.98
7183,19970128,1,14.37
7184,19970130,4,34.36
7185,19970128,1,15.36
7185,19970128,1,13.97
7186,19970128,2,31.35
7186,19970312,2,26.96
7186,19970522,2,30.32
7187,19970128,1,19.77
7187,19971126,1,14.49
7188,19970128,1,16.7
7188,19970516,1,14.96
7188,19970708,1,15.96
7189,19970128,2,23.76
7190,19970128,1,NA
7191,19970128,4,51.96
7192,19970128,1,NA
7193,19970128,1,15.36
7193,19970207,1,29.77
7193,19970210,1,14.37
7193,19970409,1,13.97
7193,19970526,1,14.37
7193,19970723,2,13.76
7193,19971103,1,12.49
7193,19980131,1,NA
7194,19970128,1,11.77
7194,19970219,1,23.99
7195,19970128,3,33.52
7196,19970128,3,48.02
7196,19970622,2,35
7196,19970812,1,17.7
7197,19970128,2,36.76
7197,19970526,1,15.36
7197,19971204,2,25.98
7198,19970128,2,28.74
7199,19970202,1,14.96
7199,19970202,1,15.36
7199,19971215,2,25.98
7200,19970128,1,11.77
7200,19971124,1,14.99
7201,19970128,1,14.79
7202,19970128,1,13.97
7203,19970128,1,NA
7203,19970304,1,49.97
7203,19970304,1,54.77
7203,19970304,1,13.97
7203,19970312,5,85.27
7203,19970326,2,72.73
7203,19970326,4,64.28
7203,19970408,1,13.97
7203,19970417,1,14.37
7203,19970509,3,42.1
7203,19970610,1,13.97
7203,19970624,1,14.96
7203,19970715,1,13.97
7203,19970722,1,15.39
7203,19970802,1,14.79
7203,19970819,1,13.77
7203,19971012,2,24.48
7203,19971116,4,57.46
7203,19971225,1,19.49
7204,19970128,1,12.49
7204,19970812,1,10.77
7205,19970128,1,14.37
7205,19970730,5,44.87
7206,19970128,1,15.36
7206,19980214,2,26.98
7207,19970128,1,29.99
7208,19970129,6,83.19
7209,19970320,1,24.99
7209,19970324,1,24.99
7210,19970128,1,15.36
7211,19970128,1,15.76
7212,19970128,2,23.54
7213,19970128,1,NA
7213,19970304,1,22.97
7213,19970312,1,12.97
7213,19970417,1,17.3
7213,19970430,2,25.74
7213,19970527,2,26.14
7213,19970619,3,33.31
7213,19970623,1,14.96
7213,19970829,3,35.31
7213,19980126,3,46.97
7213,19980217,1,13.99
7214,19970128,2,36.54
7215,19970128,4,56.81
7215,19970622,1,33.86
7216,19970128,2,31.54
7217,19970128,3,45.93
7217,19970203,2,30.32
7217,19970403,3,44.88
7218,19970128,1,11.77
7219,19970128,1,14.96
7220,19970128,1,14.96
7221,19970128,1,11.77
7222,19970129,1,11.77
7222,19970324,1,11.77
7222,19970524,1,11.77
7222,19970731,1,10.97
7222,19970731,1,11.77
7222,19970822,1,15.36
7222,19971117,3,30.97
7222,19971203,2,25.98
7223,19970128,3,36.5
7224,19970129,4,52.08
7225,19970128,1,15.36
7225,19970131,1,14.96
7225,19970318,1,14.96
7226,19970128,1,10.77
7227,19970128,1,19.99
7227,19970521,1,14.96
7228,19970128,8,NA
7229,19970128,1,NA
7229,19971113,1,11.49
7229,19980129,1,NA
7230,19970128,2,24.54
7231,19970128,1,24.99
7232,19970128,2,30.33
7233,19970128,3,34.91
7233,19970830,3,40.7
7234,19970128,1,14.96
7234,19980120,1,NA
7235,19970128,1,11.77
7236,19970128,2,25.74
7236,19970922,2,44.48
7236,19971205,2,28.48
7237,19970128,2,20.74
7238,19970128,1,10.97
7239,19970128,3,37.74
7240,19970128,1,12.49
7240,19980108,1,17.99
7241,19970128,1,12.97
7241,19970912,1,12.99
7242,19970128,3,38.9
7243,19970128,3,NA
7244,19970128,1,14.96
7245,19970128,1,13.97
7246,19970128,NA,NA
7246,19970208,NA,NA
7246,19970407,NA,NA
7246,19971012,NA,NA
7246,19971225,NA,NA
7247,19970128,2,27.73
7248,19970128,1,15.7
7249,19970312,2,28.56
7250,19970128,2,80.46
7250,19970130,4,50.15
7250,19970213,3,NA
7250,19970508,1,13.77
7250,19980107,7,NA
7251,19970128,1,15.99
7252,19970128,3,34.31
7252,19970804,1,26.75
7253,19970128,1,35.77
7254,19970128,2,32.76
7254,19971110,3,40.47
7255,19970128,1,17.9
7255,19970430,1,NA
7256,19970128,2,27.14
7256,19970327,2,23.74
7256,19971016,3,42.47
7257,19970128,1,24.99
7258,19970128,1,14.99
7259,19970128,1,15.36
7259,19980112,6,87.44
7260,19970128,2,27.94
7261,19970128,1,10.97
7262,19970128,1,NA
7262,19971001,1,10.49
7263,19970128,1,25.99
7264,19970128,1,13.97
7264,19970227,1,11.77
7264,19970828,1,27.77
7265,19970128,1,24.99
7265,19970722,1,39.99
7265,19970722,1,14.96
7265,19980226,3,38.75
7266,19970128,8,NA
7267,19970128,1,11.77
7268,19970128,1,13.97
7269,19970128,2,23.09
7269,19970310,2,23.96
7269,19970331,3,35.46
7270,19970128,7,NA
7270,19971205,4,68.96
7270,19971205,2,26.48
7271,19970128,1,20.99
7272,19970128,1,20.99
7272,19970213,2,35.8
7272,19970430,6,91.57
7272,19971028,2,33.98
7273,19970206,2,24.54
7273,19970227,2,29.93
7273,19971207,2,25.48
7274,19970128,3,46.75
7274,19970131,2,NA
7274,19970131,1,28.99
7274,19970305,3,37.47
7274,19970306,1,14.96
7274,19970521,5,82.85
7274,19970725,3,36.74
7274,19970821,1,12.25
7274,19970904,3,36.74
7274,19970916,1,33.99
7274,19971019,3,68.97
7274,19971122,4,49.96
7274,19971127,4,32.96
7274,19971127,2,21.48
7274,19971130,2,24.98
7274,19971208,1,12.49
7274,19971211,2,24.98
7274,19980207,4,49.96
7274,19980226,2,11.04
7275,19970128,2,29.73
7276,19970128,1,19.99
7277,19970128,1,26.99
7278,19970128,1,19.99
7279,19970128,1,19.99
7280,19970128,1,14.37
7280,19970323,2,25.94
7281,19970128,1,19.99
7282,19970128,1,NA
7283,19970128,3,44.88
7283,19971226,4,56.96
7284,19970128,1,13.97
7284,19970505,1,11.77
7284,19971109,1,12.99
7285,19970128,1,11.97
7286,19970128,1,NA
7287,19970128,8,83.16
7288,19970128,1,11.77
7289,19970128,1,13.99
7289,19980224,3,42.47
7290,19970211,6,89.4
7291,19970128,2,51.54
7291,19970323,3,NA
7291,19970718,2,30.32
7292,19970129,3,36.97
7292,19980111,2,38.98
7293,19970128,1,19.99
7294,19970128,1,21.7
7294,19970609,2,29.92
7295,19970129,3,58.69
7295,19970227,3,36.5
7296,19970128,2,28.76
7296,19970305,4,51.27
7297,19970128,1,46.37
7298,19970128,1,19.77
7299,19970128,1,NA
7299,19970923,1,12.99
7300,19970128,2,26.13
7300,19970319,1,12.99
7300,19970502,1,12.99
7300,19970804,1,14.96
7300,19971211,1,NA
7301,19970128,1,14.96
7302,19970128,2,23.54
7303,19970128,1,14.96
7304,19970129,1,15.96
7304,19970324,1,13.97
7304,19971226,1,13.99
7305,19970128,1,15.39
7305,19970311,2,21.54
7306,19970128,4,55.86
7306,19970304,7,89.79
7306,19970306,5,NA
7306,19970313,3,68.35
7306,19970425,5,83.25
7306,19970613,5,94.04
7306,19970813,3,42.89
7306,19970828,4,57.65
7306,19971016,3,30.47
7307,19970128,1,17.9
7307,19970307,1,59.99
7308,19970128,1,NA
7308,19970323,1,11.77
7308,19970607,2,19.96
7309,19970129,8,96.28
7309,19970224,NA,NA
7309,19970227,2,25.56
7309,19970318,1,11.77
7309,19970418,1,12.97
7310,19970206,1,13.77
7311,19970128,1,19.99
7312,19970128,1,20.99
7313,19970128,2,32.6
7314,19970129,1,27.77
7314,19970225,1,12.99
7314,19970729,1,19.55
7315,19970128,1,12.49
7315,19970128,1,34.99
7316,19970128,1,13.7
7316,19980223,1,12.49
7317,19970128,4,68.67
7318,19970128,1,13.97
7319,19970129,4,61.24
7320,19970128,1,18.99
7321,19970128,3,22.33
7321,19971007,1,33.99
7321,19971029,1,NA
7322,19970128,1,18.36
7322,19970611,1,16.7
7322,19971101,1,14.49
7322,19980113,3,42.47
7323,19970128,2,18.95
7323,19970211,2,25.56
7323,19970215,1,15.36
7323,19970316,3,46.08
7323,19970318,1,26.99
7323,19970323,2,29.92
7323,19970323,1,15.36
7323,19970328,2,31.78
7323,19970413,4,58.85
7323,19970420,3,56.97
7323,19970504,5,83.42
7323,19970513,4,55.32
7323,19970615,4,55.65
7323,19970909,1,NA
7323,19970926,4,42.96
7323,19980107,4,90.96
7323,19980119,1,14.49
7323,19980222,4,43.85
7323,19980222,1,15.49
7323,19980224,3,47.97
7323,19980225,1,11.88
7324,19970128,1,11.77
7325,19970128,1,13.97
7326,19970128,2,29.16
7326,19970415,1,13.77
7326,19970828,1,15.36
7326,19970828,1,14.37
7327,19970223,3,46.93
7327,19970531,2,25.74
7327,19970625,3,50.5
7328,19970128,1,14.96
7329,19970128,7,93.37
7329,19970218,6,NA
7329,19970622,4,44.27
7329,19970910,4,77.46
7329,19971011,4,48.46
7329,19971123,3,52.47
7329,19980202,3,49.9
7329,19980220,4,55.96
7330,19970128,1,16.36
7331,19970128,1,15.36
7331,19970205,1,11.77
7332,19970128,1,15.76
7333,19970203,5,68.65
7333,19970216,7,88.18
7333,19970630,NA,NA
7334,19970128,1,14.37
7335,19970209,1,17.3
7336,19970128,6,87.01
7336,19970411,NA,NA
7337,19970128,1,12.49
7337,19970313,1,14.99
7337,19970418,1,15.7
7337,19971211,1,19.99
7338,19970128,1,14.96
7338,19970302,1,NA
7338,19970621,1,13.97
7338,19970912,1,24.49
7338,19970924,1,NA
7338,19971001,1,31.49
7338,19971117,1,12.99
7338,19971229,1,14.99
7339,19970128,1,20.99
7339,19970211,3,44.88
7340,19970128,1,NA
7341,19970128,1,14.37
7342,19970128,2,62.74
7342,19970205,1,50.97
7343,19970128,1,15.36
7343,19970804,2,27.21
7343,19980201,1,12.58
7344,19970225,1,16.7
7345,19970128,2,29.92
7345,19980110,1,NA
7346,19970128,1,14.37
7347,19970128,1,15.76
7347,19970529,2,28.34
7347,19971013,1,15.99
7347,19971018,1,13.99
7348,19970128,2,35.8
7349,19970129,2,20.74
7350,19970206,1,13.97
7351,19970128,1,20.97
7351,19970310,2,24.93
7352,19970128,2,25.96
7352,19970203,2,36.33
7353,19970128,1,31.99
7354,19970128,3,44.1
7354,19970316,8,NA
7355,19970128,1,14.37
7355,19970410,1,14.96
7356,19970128,3,36.91
7356,19970129,1,11.77
7356,19970202,3,37.31
7357,19970128,1,19.99
7358,19970128,3,33.51
7358,19970316,2,29.92
7359,19970128,1,15.36
7359,19970210,1,14.96
7359,19970222,1,28.97
7359,19970507,3,46.71
7359,19970521,2,28.74
7359,19970608,1,29.99
7359,19970622,1,29.99
7359,19970720,1,21
7359,19970722,2,59.98
7359,19971023,2,22.98
7359,19980208,1,28.99
7360,19970211,3,37.31
7361,19970128,2,36.48
7362,19970208,2,44.95
7362,19970216,7,52.71
7362,19970303,1,12.7
7362,19971022,1,NA
7363,19970128,3,48.66
7364,19970128,3,46.72
7365,19970129,2,30.39
7365,19970130,1,13.97
7366,19970129,6,88.43
7367,19970128,1,22.99
7367,19970222,1,24.99
7368,19970302,1,15.36
7368,19970302,1,18.36
7368,19970308,2,27.94
7369,19970128,1,11.97
7369,19970301,2,18.54
7369,19970503,1,11.77
7370,19970129,1,11.97
7371,19970129,2,18.56
7371,19970130,1,11.77
7372,19970129,1,15.76
7373,19970131,2,21.16
7373,19970228,1,13.98
7374,19970129,1,13.77
7374,19970428,1,11.97
7375,19970129,1,15.36
7375,19970515,1,14.96
7375,19970531,2,26.14
7375,19971025,1,12.99
7375,19971112,1,12.99
7376,19970129,1,13.97
7377,19970201,3,43.3
7377,19970215,4,58.26
7377,19970311,2,28.74
7377,19970413,3,41.1
7377,19970618,1,14.96
7377,19970702,4,57.07
7377,19970811,3,46.48
7377,19970920,3,40.97
7377,19970924,1,11.49
7377,19971027,2,27.98
7377,19971121,2,25.98
7377,19971204,2,24.48
7377,19980201,2,26.3
7377,19980218,1,14.99
7378,19970204,4,43.7
7378,19970728,2,25.74
7379,19970129,1,14.37
7380,19970129,2,29.58
7380,19970210,1,15.36
7381,19970129,4,56.69
7382,19970314,1,13.97
7383,19970129,2,42.95
7383,19970330,5,68.83
7383,19970411,1,12.49
7383,19980222,2,45.48
7384,19970129,7,NA
7384,19970708,9,NA
7385,19970129,3,37.47
7386,19970129,1,13.99
7387,19970129,2,28.33
7388,19970129,1,15.36
7389,19970129,1,14.96
7389,19970302,1,13.99
7390,19970129,1,15.36
7391,19970129,1,14.37
7391,19970420,6,NA
7391,19970423,3,NA
7391,19970504,2,60.94
7391,19970612,1,32.97
7391,19970619,1,NA
7391,19970623,1,21.77
7391,19970706,2,44.54
7391,19970804,5,NA
7391,19970804,2,61.94
7391,19970825,1,21.77
7391,19970905,2,46.73
7391,19971216,1,29.49
7392,19970129,1,14.79
7393,19970129,1,19.99
7393,19970130,2,24.74
7393,19970203,3,36.1
7393,19970318,1,14.79
7393,19970516,2,15.76
7393,19970624,1,11.77
7393,19970724,6,86.39
7393,19971124,1,11.49
7393,19971211,2,23.48
7394,19970129,4,49.68
7395,19970130,8,NA
7395,19970308,3,56.1
7396,19970129,3,58.59
7397,19970129,7,80.78
7398,19970131,2,26.94
7399,19970129,2,28.98
7399,19970228,2,21.74
7399,19970324,2,26.73
7399,19970405,1,14.37
7399,19980210,1,13.99
7400,19970129,1,13.97
7401,19970129,2,33.13
7402,19970129,1,11.77
7402,19970203,1,20.99
7402,19970601,1,21
7402,19970915,2,10.98
7403,19970212,6,75.01
7403,19971022,6,80.94
7404,19970129,1,12.49
7405,19970310,2,25.74
7405,19970708,8,NA
7405,19971010,5,63.45
7405,19971109,5,66.95
7406,19970129,1,72.99
7407,19970129,1,19.99
7408,19970129,3,41.52
7409,19970129,1,12.97
7409,19970417,1,11.78
7410,19970129,2,26.94
7411,19970201,2,32.6
7411,19970207,3,50.1
7411,19970307,2,31.8
7411,19970524,2,31.6
7411,19970814,2,31.6
7412,19970129,NA,NA
7413,19970129,1,14.3
7414,19970208,1,14.37
7414,19970210,2,29.33
7414,19970213,1,14.96
7414,19970314,5,63.85
7415,19970308,4,62.24
7415,19970502,3,41.73
7415,19970514,2,30.76
7415,19970726,4,94.96
7415,19971227,3,42.97
7415,19971227,2,38.48
7416,19970206,4,51.38
7417,19970209,5,76.45
7417,19970501,2,NA
7418,19970203,2,27.73
7419,19970211,1,11.97
7420,19970129,1,23.99
7420,19970408,1,13.77
7420,19970830,1,14.96
7420,19971013,1,11.99
7421,19970129,1,64.9
7421,19971206,1,25.99
7421,19971231,1,31.49
7422,19970129,1,21.99
7423,19970305,2,25.54
7424,19970129,2,25.96
7424,19970214,2,30.92
7424,19971108,1,12.99
7425,19970129,3,40.9
7426,19970129,6,49.89
7426,19970204,2,44.14
7426,19970204,1,19.77
7426,19970206,2,23.54
7426,19970207,1,19.77
7426,19970210,2,24.13
7426,19970227,3,44.89
7426,19970303,4,41.9
7426,19970304,1,15.9
7426,19970312,4,55.65
7426,19970530,4,85.28
7426,19970709,4,52.47
7426,19971007,5,55.95
7426,19971009,3,57.97
7426,19971029,6,86.44
7426,19971203,3,41.47
7427,19970129,3,41.35
7427,19970731,4,72.69
7427,19971020,2,45.98
7427,19971112,9,NA
7428,19970129,1,15.36
7429,19970129,2,35.76
7430,19970129,1,14.99
7430,19970913,1,12.49
7431,19970129,1,NA
7431,19970306,1,14.9
7431,19970521,1,NA
7432,19970129,1,11.77
7433,19970129,2,30.73
7434,19970129,1,NA
7434,19970213,2,22.14
7434,19970227,1,NA
7434,19971209,2,26.98
7435,19970203,3,35.51
7435,19970211,1,19.99
7435,19970211,1,13.77
7435,19970512,7,NA
7436,19970129,3,42.09
7436,19971107,3,35.47
7437,19970129,2,43.14
7438,19970129,1,13.97
7439,19970129,2,31.8
7439,19970403,3,50.97
7440,19970129,1,15.96
7441,19970129,2,22.74
7441,19970604,2,23.74
7441,19970618,1,68.69
7441,19980117,1,13.99
7442,19970130,1,15.36
7443,19970129,2,59.73
7443,19980119,1,NA
7443,19980119,2,20.37
7443,19980126,2,31.98
7444,19970129,3,38.9
7445,19970129,1,14.37
7446,19970129,2,29.58
7446,19970414,3,37.53
7446,19970719,2,26.56
7447,19970129,2,23.54
7447,19970201,1,14.96
7448,19970129,2,69.98
7449,19970129,1,11.77
7449,19970226,2,37.75
7450,19970129,2,25.74
7450,19970402,2,27.13
7450,19970412,1,13.97
7450,19970412,1,47.97
7450,19970421,1,14.96
7450,19970527,3,38.33
7450,19970610,2,30.32
7450,19970628,1,15.36
7450,19970824,1,14.96
7450,19980102,1,15.99
7451,19970224,1,14.37
7451,19970326,1,11.77
7452,19970129,5,76.45
7452,19970217,6,79.63
7452,19970318,5,68.85
7452,19970331,1,NA
7452,19970428,6,81.2
7452,19970720,4,52.66
7452,19971110,5,64.45
7452,19980109,4,67.96
7453,19970129,2,23.73
7454,19970129,2,28.74
7455,19970129,2,37.89
7456,19970129,1,36.99
7457,19970129,1,14.37
7457,19971202,1,13.99
7458,19970129,2,27.94
7458,19970208,1,11.77
7458,19971022,1,30.99
7459,19970129,1,25.77
7459,19970803,2,23.54
7460,19970129,1,14.79
7460,19970202,2,29.58
7461,19970129,2,29.67
7461,19970129,5,79.95
7461,19970207,1,15.36
7461,19970308,1,14.96
7461,19970406,4,63.41
7461,19970503,1,15.96
7461,19970515,1,15.96
7461,19970612,2,37.06
7461,19971022,4,51.96
7461,19980208,3,43.97
7462,19970129,1,12.49
7463,19970212,2,19.96
7463,19970228,1,NA
7463,19970322,2,19.96
7463,19970510,3,25.94
7463,19970606,1,42.78
7464,19970129,1,20.99
7465,19970129,2,43.54
7466,19970129,1,NA
7467,19970209,1,22.3
7467,19970411,1,28.99
7468,19970129,1,56.7
7468,19970424,1,55.3
7469,19970203,2,36.14
7469,19970206,2,28.34
7469,19970209,4,60.28
7469,19970218,2,30.32
7469,19970321,2,25.74
7469,19970409,3,37.51
7469,19970701,2,30.73
7469,19970710,2,24.74
7469,19970921,2,30.48
7469,19971025,2,25.98
7469,19971110,2,26.98
7470,19970224,1,14.96
7470,19970324,3,38.5
7470,19970325,2,26.14
7470,19970503,1,15.96
7470,19970503,1,15.96
7470,19970520,1,13.97
7470,19970523,1,15.96
7470,19970523,1,13.97
7470,19970603,1,13.97
7470,19970617,1,14.96
7470,19970617,1,NA
7470,19970726,1,15.96
7470,19970818,3,41.7
7470,19970829,4,41.48
7470,19970921,4,77.46
7470,19970926,1,40.49
7470,19971002,1,14.99
7470,19971004,1,13.99
7470,19971005,1,40.49
7470,19971006,5,68.45
7470,19971028,3,48.47
7470,19971029,1,22.49
7470,19971102,3,40.47
7470,19971102,1,21.49
7470,19971210,2,24.48
7470,19971214,2,22.98
7471,19970129,3,37.06
7471,19970212,2,23.16
7471,19970405,4,33.16
7471,19970414,1,12.79
7471,19970525,7,84.03
7471,19970630,2,23.94
7471,19970917,1,14.49
7471,19971214,1,NA
7471,19971228,2,19.48
7471,19980110,3,24.97
7471,19980120,3,41.97
7471,19980222,3,19.97
7472,19970129,1,14.37
7472,19970518,1,15.96
7472,19971202,1,10.49
7473,19970129,1,NA
7473,19970213,1,10.78
7474,19970129,4,49.96
7475,19970129,1,14.37
7476,19970129,1,13.97
7477,19970129,3,28.52
7477,19971008,5,45.45
7478,19970129,1,14.99
7479,19970129,1,11.77
7479,19970316,2,28.73
7480,19970129,1,NA
7480,19970313,5,72.67
7481,19970129,2,27.14
7481,19970208,2,21.75
7481,19970721,1,NA
7482,19970129,3,37.31
7482,19970404,1,23.77
7482,19970419,1,11.77
7482,19970530,2,57.54
7483,19970129,1,12.97
7484,19970129,2,25.76
7485,19970129,1,12.77
7485,19971203,1,14.49
7485,19971209,2,28.98
7486,19970129,1,11.77
7487,19970129,6,81.22
7487,19970728,3,43.13
7487,19980210,5,60.83
7488,19970130,1,NA
7489,19970129,1,19.99
7490,19970130,1,14.37
7490,19971106,1,NA
7490,19980129,1,NA
7491,19970129,1,15.36
7492,19970203,2,25.74
7493,19970129,1,15.36
7493,19970530,1,15.36
7493,19970612,3,40.11
7494,19970129,3,41.91
7494,19971124,3,46.47
7494,19971124,3,44.47
7495,19970129,1,15.99
7495,19970308,1,12.97
7495,19970817,2,28.93
7495,19970914,5,67.95
7495,19971115,3,35.97
7496,19970129,2,34.54
7496,19970217,1,14.96
7496,19971225,1,14.49
7497,19970129,2,37.48
7497,19970204,1,29.99
7498,19970129,1,13.97
7498,19970210,1,14.96
7498,19970505,1,14.37
7499,19970129,1,12.49
7500,19970129,1,19.99
7501,19970129,2,29.98
7502,19970129,1,15.36
7503,19970129,1,14.79
7504,19970129,1,20.3
7505,19970129,1,38.99
7505,19970224,1,38.99
7505,19970226,1,14.37
7505,19971108,1,31.49
7506,19970129,2,27.85
7506,19970902,3,43.3
7506,19971217,2,26.48
7507,19970129,1,11.77
7508,19970212,2,31.98
7508,19980106,1,NA
7509,19970131,4,76.96
7510,19970130,8,NA
7511,19970129,2,23.74
7512,19970129,2,NA
7512,19970209,2,30.92
7512,19970530,2,29.92
7512,19970705,1,14.37
7512,19970831,1,14.96
7513,19970129,1,14.7
7513,19970211,1,14.7
7513,19970214,2,NA
7513,19970223,1,14.96
7513,19970324,2,25.74
7513,19970815,1,15.36
7513,19970921,1,17.49
7514,19970129,4,58.07
7514,19970729,3,34.51
7514,19970929,3,42.47
7514,19971209,5,71.95
7514,19980213,2,23.16
7515,19970129,2,29.75
7515,19970412,2,29.33
7515,19970531,2,28.74
7515,19980205,3,32.97
7516,19970129,3,54.31
7516,19970201,2,15.55
7516,19970320,7,92.78
7516,19970417,7,NA
7516,19970728,3,38.73
7516,19970802,5,75.66
7516,19971208,3,65.47
7517,19970129,2,30.36
7517,19970210,1,14.37
7518,19970129,1,12.77
7519,19970129,1,11.98
7519,19970201,1,11.98
7520,19970130,1,14.96
7521,19970129,3,44.95
7522,19970129,9,NA
7523,19970129,1,15.36
7523,19970427,3,38.5
7523,19970505,1,11.77
7524,19970129,4,70.96
7524,19970205,1,13.99
7524,19970217,1,16.99
7524,19970302,3,39.73
7524,19970702,2,33.25
7524,19970905,2,27.21
7524,19971006,3,34.47
7524,19971124,2,25.98
7525,19970129,1,NA
7526,19970129,1,13.97
7526,19970216,4,58.85
7526,19970228,7,92.36
7526,19970525,7,85
7526,19970928,2,23.98
7526,19971011,5,66.45
7526,19971116,4,68.96
7526,19971212,6,88.44
7527,19970129,3,58.73
7528,19970129,1,29.99
7529,19970129,2,33.8
7530,19970129,2,27.94
7531,19970129,2,39.98
7532,19970129,2,25.74
7533,19970129,4,59.25
7533,19970226,5,72.06
7533,19970227,3,44.88
7533,19970304,2,54.73
7533,19970306,3,44.88
7533,19970309,3,46.28
7533,19970324,2,NA
7533,19970401,2,NA
7533,19970413,1,11.77
7533,19970504,5,77.78
7533,19971001,NA,NA
7534,19970129,5,69.63
7534,19970723,2,28.13
7535,19970129,1,13.77
7535,19970222,1,11.77
7535,19970222,1,11.77
7535,19970321,1,14.96
7535,19970525,3,39.38
7535,19970727,2,30.13
7535,19970817,4,59.84
7535,19970918,1,15.49
7535,19971009,3,35.47
7535,19980103,1,13.99
7535,19980110,4,61.46
7535,19980113,1,14.99
7535,19980113,1,14.99
7535,19980217,1,15.49
7536,19970129,5,80.26
7536,19970220,4,50.27
7536,19970407,4,50.27
7537,19970129,1,11.77
7537,19970205,2,28.76
7538,19970210,2,29.92
7538,19970217,3,45.88
7538,19970227,1,14.96
7538,19970306,1,14.96
7538,19970317,1,14.96
7538,19970525,1,NA
7538,19970529,1,14.37
7538,19970623,1,12.25
7538,19980112,1,14.49
7539,19970129,2,28.93
7539,19970312,3,43.3
7539,19970407,2,26.34
7539,19970509,2,23.54
7539,19970603,4,50.27
